word,won,word_length,attempts_used,total_guesses
beautician,1,10,0,8
beyond,1,6,2,8
northern,1,8,1,7
buck,0,4,6,7
prev,1,4,2,6
don,0,3,6,8
purchases,1,9,1,9
ankylosing,1,10,1,10
monty,1,5,4,9
antique,1,7,1,8
field,1,5,2,7
prot,1,4,4,8
assumed,1,7,1,7
lunch,0,5,6,7
port,1,4,5,9
chemical,1,8,1,8
forms,1,5,3,8
employees,1,9,0,7
fox,0,3,6,7
fax,0,3,6,7
much,0,4,6,7
eds,1,3,4,7
mounts,1,6,4,10
fried,1,5,2,7
proven,1,6,3,9
rough,0,5,6,8
supplies,1,8,0,6
inquisitor,1,10,2,10
program,1,7,3,9
atlantic,1,8,1,7
several,1,7,1,7
case,1,4,2,6
twenty,1,6,3,8
august,1,6,1,6
door,1,4,3,6
worthwhile,1,10,0,8
svenska,1,7,1,7
advertise,1,9,0,8
still,1,5,3,7
looking,1,7,1,7
young,1,5,4,9
firehouse,1,9,2,10
justice,1,7,2,9
soon,0,4,6,7
outdoors,1,8,3,9
underground,1,11,1,8
feels,1,5,3,7
past,1,4,1,5
trib,0,4,6,7
germany,1,7,0,7
ronald,1,6,2,8
proposing,1,9,1,8
lost,1,4,3,7
collections,1,11,0,8
histology,1,9,3,11
shield,1,6,1,7
october,1,7,0,6
expressed,1,9,0,6
gear,1,4,4,8
original,1,8,1,8
timer,1,5,5,10
forces,1,6,2,8
lumisource,1,10,1,10
crew,1,4,4,8
shopping,1,8,1,8
libapt,1,6,4,10
account,1,7,2,8
throbbing,1,9,2,10
combination,1,11,0,8
reserve,1,7,0,4
acid,1,4,4,8
suspicious,1,10,1,7
semester,1,8,0,5
currency,1,8,1,7
contribution,1,12,0,8
implemented,1,11,0,8
problem,1,7,1,8
departing,1,9,0,9
uniforms,1,8,2,10
cineplex,1,8,3,10
lists,1,5,3,7
monaco,1,6,3,8
taking,1,6,1,7
evening,1,7,0,5
playstation,1,11,0,9
centre,1,6,0,5
manchester,1,10,0,9
daily,1,5,3,8
hairdryer,1,9,0,7
having,1,6,2,8
jewelry,1,7,0,6
vid,0,3,6,7
active,1,6,0,6
documents,1,9,0,9
chuck,0,5,6,7
daniel,1,6,2,8
long,1,4,4,8
tree,1,4,0,3
humans,1,6,3,9
lesbos,1,6,4,9
entry,1,5,0,5
lol,1,3,4,6
them,1,4,2,6
parking,1,7,3,10
line,1,4,2,6
profile,1,7,2,9
channel,1,7,3,9
willett,1,7,4,9
grapevine,1,9,1,9
shop,1,4,3,7
nucleotide,1,10,1,10
fight,0,5,6,10
billed,1,6,5,10
physicists,1,10,1,8
deprived,1,8,1,7
compete,1,7,1,7
fame,1,4,4,8
rentals,1,7,0,7
quebec,1,6,3,8
ports,1,5,4,9
wall,0,4,6,8
fax,0,3,6,7
newton,1,6,2,7
professionals,1,13,0,10
unix,1,4,5,9
predicted,1,9,1,8
access,1,6,0,4
puts,0,4,6,8
enclosed,1,8,0,7
now,1,3,3,6
believe,1,7,0,5
cultural,1,8,2,8
discounted,1,10,0,9
brian,1,5,3,8
panel,1,5,3,8
divxnetworks,1,12,0,12
blowjobs,1,8,3,9
perspective,1,11,1,9
minisat,1,7,3,9
day,0,3,6,8
apparel,1,7,1,6
packing,1,7,4,11
coasters,1,8,1,8
archives,1,8,0,8
omaha,1,5,3,7
unique,1,6,0,5
without,1,7,3,9
kinds,1,5,4,9
girl,1,4,4,8
presenting,1,10,1,9
love,1,4,4,8
quicktime,1,9,0,8
vet,0,3,6,8
ibm,1,3,5,8
visitors,1,8,2,8
disqualified,1,12,0,9
patient,1,7,1,7
interpretation,1,14,0,8
cpcu,0,4,6,7
reform,1,6,2,7
mortgage,1,8,1,8
opener,1,6,3,8
names,1,5,1,6
security,1,8,0,8
peru,0,4,6,8
fda,1,3,4,7
song,1,4,3,7
doctor,1,6,3,8
tips,1,4,3,7
chamber,1,7,2,9
snakes,1,6,5,10
take,1,4,2,6
cholesterol,1,11,1,9
eating,1,6,0,6
changed,1,7,3,10
trying,1,6,3,9
circuits,1,8,1,7
putney,1,6,4,10
webs,0,4,6,8
tours,1,5,3,8
roy,0,3,6,7
bitmap,1,6,4,10
gas,1,3,1,4
figures,1,7,0,7
form,0,4,6,8
drupal,1,6,4,10
advertising,1,11,0,10
clerk,1,5,3,8
coffee,1,6,0,4
while,1,5,4,9
pet,0,3,6,8
vallarta,1,8,2,7
windows,1,7,2,8
fuel,1,4,5,9
perceives,1,9,0,7
income,1,6,0,6
illinois,1,8,1,6
outlet,1,6,3,8
bunbury,1,7,4,9
patricia,1,8,1,7
originated,1,10,1,10
result,1,6,2,8
denise,1,6,3,8
education,1,9,0,9
electronic,1,10,0,8
section,1,7,0,7
marvel,1,6,3,9
ireland,1,7,0,7
sealed,1,6,1,6
pleasant,1,8,2,9
jobs,1,4,3,7
belted,1,6,3,8
largest,1,7,0,7
prior,1,5,3,7
unemployment,1,12,1,10
libya,1,5,2,7
minutes,1,7,2,9
launch,1,6,3,9
classified,1,10,0,8
bazar,1,5,5,9
unlimited,1,9,0,8
esthetique,1,10,2,9
results,1,7,1,7
viagra,1,6,1,6
venn,0,4,6,8
bonds,1,5,5,10
spec,1,4,2,6
conducted,1,9,2,9
healing,1,7,3,10
various,1,7,1,8
tca,0,3,6,8
aluminum,1,8,2,8
nick,1,4,5,9
driver,1,6,0,5
guides,1,6,1,7
sounds,1,6,3,8
fun,1,3,5,8
schools,1,7,2,7
listen,1,6,2,8
rapids,1,6,3,9
say,1,3,1,4
beasts,1,6,3,8
property,1,8,1,7
jan,1,3,4,7
god,0,3,6,7
mission,1,7,2,7
marriages,1,9,2,9
patent,1,6,2,7
learned,1,7,0,6
recently,1,8,0,7
bolivia,1,7,1,7
eureka,1,6,2,7
attractions,1,11,0,8
main,1,4,4,8
prizes,1,6,3,9
tutorials,1,9,1,9
party,1,5,3,8
totally,1,7,2,7
institution,1,11,0,6
parliamentary,1,13,0,10
regional,1,8,0,8
guild,0,5,6,7
paying,1,6,5,11
peace,1,5,2,6
optical,1,7,1,8
radio,1,5,2,7
coast,1,5,2,7
peripherals,1,11,0,8
soft,1,4,4,8
introductory,1,12,0,9
ireland,1,7,0,7
erating,1,7,1,8
simple,1,6,0,6
annum,1,5,4,8
bargaining,1,10,1,7
voting,1,6,3,9
girls,1,5,3,8
hunched,1,7,4,10
plugins,1,7,1,8
academic,1,8,2,8
democrats,1,9,1,10
dead,1,4,2,5
money,1,5,2,7
solutions,1,9,1,8
fleurs,1,6,2,8
lot,1,3,3,6
taiwan,1,6,1,6
capacitors,1,10,1,9
aug,1,3,2,5
acid,1,4,4,8
world,0,5,6,7
fairly,1,6,2,8
estimate,1,8,0,6
radial,1,6,4,9
year,1,4,2,6
protein,1,7,1,8
art,1,3,0,3
application,1,11,0,8
jodie,1,5,5,10
corporation,1,11,0,8
receipts,1,8,0,7
supplied,1,8,0,7
seashell,1,8,1,6
australian,1,10,1,9
simulations,1,11,0,9
paint,1,5,4,9
enlarge,1,7,0,6
allied,1,6,2,7
bench,1,5,4,9
members,1,7,1,6
completed,1,9,0,8
surg,0,4,6,9
mark,1,4,2,6
professional,1,12,0,10
marubeni,1,8,4,12
partners,1,8,0,7
butterfly,1,9,1,9
legislative,1,11,0,8
contribute,1,10,0,9
beating,1,7,5,12
competence,1,10,0,7
tapering,1,8,0,8
cent,1,4,3,7
navigation,1,10,1,8
treatments,1,10,0,7
coach,1,5,4,8
brown,1,5,3,8
such,1,4,4,8
definition,1,10,0,7
found,1,5,3,8
softwares,1,9,1,9
carrick,1,7,2,7
garth,1,5,4,9
moscow,1,6,5,10
laugh,1,5,5,10
semitism,1,8,1,6
download,1,8,3,9
keep,1,4,2,5
exploit,1,7,2,9
impulsiveness,1,13,0,9
categories,1,10,0,9
located,1,7,3,10
glucose,1,7,2,9
priority,1,8,2,8
utils,1,5,3,8
hto,0,3,6,7
info,1,4,2,6
interfaces,1,10,0,9
jet,0,3,6,8
manufacturer,1,12,1,10
brand,1,5,2,7
capacity,1,8,2,8
indian,1,6,2,6
demonstrates,1,12,1,10
sponsored,1,9,2,9
figure,1,6,1,7
district,1,8,1,7
obligation,1,10,1,9
exploring,1,9,1,10
costa,1,5,3,8
biosynthesis,1,12,0,9
problems,1,8,0,8
company,1,7,2,9
autumn,1,6,2,7
winners,1,7,1,7
laptop,1,6,4,9
garden,1,6,1,7
michelle,1,8,2,8
bahamas,1,7,3,8
recently,1,8,0,7
domain,1,6,1,7
david,1,5,3,7
privada,1,7,4,10
degrees,1,7,1,6
barbara,1,7,3,6
terminology,1,11,0,10
gets,1,4,0,4
clayton,1,7,2,9
para,1,4,4,7
ncar,1,4,4,8
surveillance,1,12,0,10
flowers,1,7,1,8
india,1,5,1,5
spears,1,6,1,6
actually,1,8,2,8
disc,0,4,6,8
associates,1,10,0,7
nephew,1,6,3,8
adults,1,6,1,7
later,1,5,2,7
holidays,1,8,1,9
comstock,1,8,4,10
contents,1,8,0,6
uses,1,4,0,3
horse,1,5,2,7
mechanism,1,9,0,8
flow,1,4,4,8
yellow,1,6,3,8
commercial,1,10,0,8
rankings,1,8,1,8
sucre,1,5,3,8
happy,1,5,4,8
file,1,4,4,8
storage,1,7,0,7
plans,1,5,1,6
head,1,4,2,6
evening,1,7,0,5
carbonate,1,9,1,9
physicians,1,10,1,9
praise,1,6,2,8
sec,1,3,5,8
kansas,1,6,1,5
change,1,6,1,7
dissolved,1,9,0,7
bell,0,4,6,8
user,1,4,0,4
dildos,1,6,3,8
exploring,1,9,1,10
corporate,1,9,1,8
councils,1,8,1,8
coa,0,3,6,8
pussy,1,5,5,9
montreal,1,8,1,9
previous,1,8,0,8
kong,0,4,6,8
remover,1,7,1,6
set,1,3,4,7
farm,1,4,2,6
bronze,1,6,3,9
tower,1,5,3,8
advice,1,6,1,7
utc,0,3,6,7
amanda,1,6,3,7
lighting,1,8,1,7
three,1,5,0,4
vedra,1,5,1,6
four,1,4,3,7
panel,1,5,3,8
russ,1,4,4,7
frames,1,6,1,7
office,1,6,0,5
saxophones,1,10,2,10
assessment,1,10,0,6
owner,1,5,2,7
bluetooth,1,9,2,9
everything,1,10,0,9
subsection,1,10,0,9
years,1,5,2,7
erlang,1,6,5,11
oil,1,3,2,5
color,1,5,2,6
viewer,1,6,2,7
boc,0,3,6,8
immunoglobulin,1,14,0,8
cute,0,4,6,8
included,1,8,0,7
faith,1,5,4,9
green,1,5,1,5
lively,1,6,4,9
inhibiting,1,10,1,7
out,1,3,4,7
reviewers,1,9,0,6
rich,0,4,6,7
subscriptions,1,13,0,10
funeral,1,7,0,7
used,1,4,1,5
billings,1,8,2,8
dlext,0,5,6,8
lemma,1,5,2,6
retro,1,5,2,6
graduate,1,8,0,7
bad,0,3,6,7
silk,1,4,5,9
request,1,7,0,6
shrimp,1,6,5,11
developed,1,9,0,6
expert,1,6,1,6
contracts,1,9,2,9
chinese,1,7,1,7
westvaco,1,8,4,12
introduction,1,12,0,8
sex,1,3,4,7
shops,1,5,3,7
wikimedia,1,9,2,9
permalink,1,9,0,9
crime,1,5,5,10
validation,1,10,1,9
dining,1,6,3,7
methotrexate,1,12,1,9
ovens,1,5,3,8
impressed,1,9,0,7
nearly,1,6,0,6
western,1,7,0,6
prerequisites,1,13,0,8
louisiana,1,9,1,8
thanks,1,6,2,8
times,1,5,2,7
strfilename,1,11,0,10
cents,1,5,2,7
element,1,7,0,5
chance,1,6,1,6
jun,1,3,4,7
eligibility,1,11,0,7
experience,1,10,0,7
control,1,7,2,8
programme,1,9,1,8
confirm,1,7,1,8
jun,1,3,4,7
four,1,4,3,7
department,1,10,0,8
blockquote,1,10,2,11
lib,1,3,5,8
less,1,4,2,5
saturday,1,8,2,9
subaru,1,6,3,8
takes,1,5,1,6
using,1,5,5,10
mass,1,4,2,5
seen,1,4,1,4
orders,1,6,0,5
impressions,1,11,0,8
pricing,1,7,2,8
facility,1,8,1,8
professor,1,9,0,6
legal,1,5,0,4
acdbline,1,8,1,9
player,1,6,0,6
asinine,1,7,0,5
crying,1,6,4,10
bundled,1,7,3,9
advised,1,7,1,7
desc,1,4,4,8
investor,1,8,0,8
melissa,1,7,2,8
move,1,4,3,7
revision,1,8,1,8
paragraph,1,9,2,7
background,1,10,2,12
exposure,1,8,2,9
avenge,1,6,1,6
arising,1,7,4,10
wednesday,1,9,0,7
indiana,1,7,1,5
maps,1,4,3,7
continuing,1,10,1,8
green,1,5,1,5
steve,1,5,1,5
addition,1,8,1,7
troika,1,6,1,7
london,1,6,2,6
featured,1,8,1,8
cover,1,5,2,7
contract,1,8,2,8
shot,0,4,6,7
exercise,1,8,1,7
implementation,1,14,0,9
posts,1,5,3,7
infant,1,6,1,6
build,0,5,6,7
approximately,1,13,0,11
hitler,1,6,1,7
legal,1,5,0,4
jobs,1,4,3,7
drawing,1,7,2,9
spoon,1,5,3,7
pacemaker,1,9,1,8
estimates,1,9,0,6
january,1,7,3,9
aisle,1,5,2,7
cat,1,3,5,8
extras,1,6,2,8
attorney,1,8,1,8
dreamer,1,7,2,7
editor,1,6,0,6
reliable,1,8,1,7
want,1,4,5,9
created,1,7,0,6
suwannee,1,8,0,6
beige,0,5,6,8
incorporated,1,12,0,10
wait,0,4,6,7
fill,0,4,6,8
reconfigure,1,11,0,9
jewelry,1,7,0,6
interested,1,10,0,7
pony,0,4,6,8
missed,1,6,2,7
maintain,1,8,1,6
porn,1,4,4,8
laser,1,5,1,6
xbe,0,3,6,7
textual,1,7,3,9
fortner,1,7,2,8
period,1,6,0,6
evaluation,1,10,0,9
synapses,1,8,2,8
miller,1,6,1,6
mccabe,1,6,4,9
stuck,0,5,6,9
smells,1,6,3,7
technical,1,9,0,8
rom,0,3,6,7
gerd,0,4,6,8
mandatory,1,9,2,10
icon,1,4,5,9
doing,1,5,4,9
builder,1,7,3,10
relevant,1,8,0,7
queen,1,5,3,7
chairman,1,8,1,8
seeds,1,5,1,4
gate,0,4,6,9
initial,1,7,1,6
evil,1,4,3,7
attitudes,1,9,0,7
era,1,3,2,5
domestic,1,8,2,10
voip,0,4,6,7
losing,1,6,4,10
track,1,5,3,8
hot,1,3,5,8
opinion,1,7,1,5
indica,1,6,1,6
anabolic,1,8,1,8
hateful,1,7,1,8
traditional,1,11,0,8
faso,1,4,5,9
reloading,1,9,0,9
iep,0,3,6,7
enchanted,1,9,1,8
heavy,1,5,2,7
amex,0,4,6,7
write,1,5,4,9
radix,1,5,3,8
looks,1,5,2,6
bourke,1,6,5,11
indexed,1,7,2,7
remember,1,8,0,4
frequently,1,10,0,9
mainland,1,8,1,7
lyrics,1,6,3,9
without,1,7,3,9
prefabricated,1,13,0,10
para,1,4,4,7
manitou,1,7,2,9
firefighters,1,12,0,8
disneyland,1,10,0,8
cult,0,4,6,8
currently,1,9,0,8
stutsman,1,8,4,10
monthly,1,7,3,10
color,1,5,2,6
six,0,3,6,7
dave,0,4,6,8
holiday,1,7,1,8
people,1,6,2,6
correct,1,7,2,7
offers,1,6,1,6
connections,1,11,0,7
willow,1,6,5,9
body,0,4,6,7
soon,0,4,6,7
pics,1,4,5,9
enjoy,1,5,2,7
compare,1,7,0,7
wall,0,4,6,8
french,1,6,1,7
site,1,4,5,9
conservative,1,12,0,10
loans,1,5,1,6
invisibles,1,10,3,10
dogs,1,4,4,8
offerings,1,9,1,9
severn,1,6,2,7
reebok,1,6,3,8
key,0,3,6,7
destinations,1,12,0,8
ice,1,3,2,5
produced,1,8,1,8
contest,1,7,0,6
berlin,1,6,1,7
excel,1,5,1,5
instructors,1,11,0,8
living,1,6,3,8
paypal,1,6,2,6
teen,1,4,2,5
allowed,1,7,2,8
procedures,1,10,0,8
title,1,5,2,6
drilling,1,8,1,7
indoor,1,6,3,8
capacity,1,8,2,8
certificates,1,12,0,8
six,0,3,6,7
station,1,7,1,7
enter,1,5,0,4
judaism,1,7,2,9
tradition,1,9,1,8
koha,0,4,6,8
singing,1,7,1,5
trace,1,5,4,9
electronic,1,10,0,8
blood,1,5,2,6
payment,1,7,2,9
jan,1,3,4,7
expressed,1,9,0,6
import,1,6,2,8
compatibles,1,11,1,12
radio,1,5,2,7
create,1,6,0,5
offers,1,6,1,6
antenne,1,7,1,5
send,1,4,4,8
military,1,8,1,8
extracellular,1,13,1,9
develop,1,7,1,7
country,1,7,3,10
kidlink,1,7,4,9
permanent,1,9,0,7
syracuse,1,8,1,8
suddenly,1,8,3,10
image,1,5,3,8
sam,1,3,5,8
become,1,6,2,7
cum,0,3,6,7
cookery,1,7,3,9
requirements,1,12,0,9
atkinson,1,8,1,8
upon,1,4,2,6
injury,1,6,3,9
score,1,5,1,6
applications,1,12,0,9
differently,1,11,0,9
mois,0,4,6,8
storage,1,7,0,7
describes,1,9,0,7
disease,1,7,0,5
practice,1,8,0,7
chapter,1,7,0,7
lib,1,3,5,8
pittsburgh,1,10,1,10
alternatively,1,13,0,9
case,1,4,2,6
acid,1,4,4,8
pricing,1,7,2,8
jacques,1,7,1,8
holidays,1,8,1,9
palsy,1,5,5,10
drug,1,4,5,9
india,1,5,1,5
tel,1,3,1,4
recent,1,6,0,5
unionists,1,9,1,7
sell,1,4,3,6
overlay,1,7,3,10
snapshot,1,8,2,9
disallowable,1,12,0,9
centres,1,7,0,6
qaeda,1,5,1,5
activity,1,8,1,7
naval,1,5,1,5
everything,1,10,0,9
registration,1,12,0,9
supernatural,1,12,1,10
critical,1,8,2,8
sciences,1,8,2,7
heights,1,7,3,9
force,1,5,1,6
pontis,1,6,3,9
singles,1,7,1,7
utc,0,3,6,7
cadmium,1,7,5,11
further,1,7,0,6
benefit,1,7,1,7
children,1,8,0,8
journal,1,7,2,9
forgotten,1,9,2,9
guy,0,3,6,7
markesan,1,8,2,9
universal,1,9,0,9
threatening,1,11,0,8
asshole,1,7,2,8
instruction,1,11,0,8
navigate,1,8,0,7
roots,0,5,6,9
accounts,1,8,2,9
heaven,1,6,2,7
urban,1,5,3,8
jref,0,4,6,8
biogenesis,1,10,0,7
laws,1,4,5,9
spitzer,1,7,2,9
fish,1,4,4,8
multi,1,5,3,8
frontgate,1,9,1,9
black,1,5,3,8
parents,1,7,0,7
capitalised,1,11,0,9
distant,1,7,2,8
deputy,1,6,3,9
image,1,5,3,8
programs,1,8,2,9
piano,1,5,5,10
arrivare,1,8,1,6
standards,1,9,2,8
seller,1,6,0,4
changelog,1,9,1,9
hopes,0,5,6,9
seller,1,6,0,4
criteria,1,8,0,6
correct,1,7,2,7
tuition,1,7,1,6
academic,1,8,2,8
uga,0,3,6,7
alfresco,1,8,1,9
israel,1,6,0,6
tokyo,1,5,3,7
normally,1,8,2,9
gifts,1,5,5,10
shoulder,1,8,1,9
mighty,1,6,5,11
gene,1,4,1,4
struggle,1,8,3,10
galore,1,6,3,9
iom,0,3,6,7
came,1,4,0,4
unexplained,1,11,1,10
laurent,1,7,3,10
toying,0,6,6,10
investments,1,11,0,7
valencia,1,8,1,8
held,1,4,2,6
